video_id,author,comment,like_count,date,topic,year,normalization,tokenizing,stopword,stemming,category,sentiment
ucfHy84xvec,@veronicaauraliac4758,salam kenal bun d surabaya sy jg suka tanam bun tp sekarang masih kontrak gk bisa tanam karna lahan sempit beli bibitnya d mana bun,2,2024-07-09T00:45:41Z,budidaya organik,2024,salam kenal bun d surabaya sy jg suka tanam bun tp sekarang masih kontrak gk bisa tanam karna lahan sempit beli bibitnya d mana bun,"salam, kenal, bun, d, surabaya, sy, jg, suka, tanam, bun, tp, sekarang, masih, kontrak, gk, bisa, tanam, karna, lahan, sempit, beli, bibitnya, d, mana, bun","salam, kenal, bun, d, surabaya, sy, jg, suka, tanam, bun, tp, kontrak, gk, tanam, karna, lahan, sempit, beli, bibitnya, d, bun","salam, nal, bun, d, surabaya, sy, jg, suka, tanam, bun, tp, kontrak, gk, tanam, karna, lahan, sempit, beli, bibit, d, bun",minat konsumen organik,Netral
mLdvwruqEpo,@sakuragi12,pak itu buat benih kecil apa bisa ya saya coba kailan sdh sprout tapi akarnya ga mau nembus kebawah akhirnya mati saya pakai kapas qajah,1,2025-10-27T15:13:26Z,hidroponik,2025,pak itu buat benih kecil apa bisa ya saya coba kailan sdh sprout tapi akarnya ga mau nembus kebawah akhirnya mati saya pakai kapas qajah,"pak, itu, buat, benih, kecil, apa, bisa, ya, saya, coba, kailan, sdh, sprout, tapi, akarnya, ga, mau, nembus, kebawah, akhirnya, mati, saya, pakai, kapas, qajah","benih, ya, coba, kailan, sdh, sprout, akarnya, ga, nembus, kebawah, mati, pakai, kapas, qajah","benih, ya, coba, kail, sdh, sprout, akar, ga, nembus, bawah, mati, pakai, kapas, qajah","kompleksitas perawatan, minat hidroponik",Negatif
YxYvJhEqC98,@hadiciputro9007,minta alamat dong mau kesana beljar,0,2020-12-07T11:20:44Z,budidaya organik,2020,minta alamat dong mau kesana beljar,"minta, alamat, dong, mau, kesana, beljar","alamat, kesana, beljar","alamat, sana, beljar",feedback penonton,Negatif
4CTYII_qHCQ,@ujangsupriadi1792,sumpah takewer kewer sy fokus ke kostum yg dokter pake,2,2021-12-05T09:49:01Z,pemupukan,2021,sumpah takewer kewer sy fokus ke kostum yg dokter pake,"sumpah, takewer, kewer, sy, fokus, ke, kostum, yg, dokter, pake","sumpah, takewer, kewer, sy, fokus, kostum, yg, dokter, pake","sumpah, takewer, wer, sy, fokus, kostum, yg, dokter, pake",feedback penonton,Netral
QQM9BKY0_K8,@ikhlasktp6103,knp tidk menggunakan mkp kno,1,2021-02-28T07:28:58Z,pemupukan,2021,knp tidk menggunakan mkp kno,"knp, tidk, menggunakan, mkp, kno","knp, tidk, mkp, kno","knp, tidk, mkp, kno",feedback penonton,Netral
-GyJN1tr9RM,@rajeshhunter1399,terima kasih,1,2022-07-28T05:18:15Z,hidroponik,2022,terima kasih,"terima, kasih","terima, kasih","terima, kasih",feedback penonton,Positif
GzdFV_r-SHM,@dwipamungkas3349,mau tanya mas apakah pestisida tsb bisa di aplikasikan pd pohon anggur import,0,2025-11-19T06:05:39Z,pengendalian hama,2025,mau tanya mas apakah pestisida tsb bisa di aplikasikan pd pohon anggur import,"mau, tanya, mas, apakah, pestisida, tsb, bisa, di, aplikasikan, pd, pohon, anggur, import","mas, pestisida, tsb, aplikasikan, pd, pohon, anggur, import","mas, pestisida, tsb, aplikasi, pd, pohon, anggur, import",risiko pestisida kesehatan,Netral
y5B5sxJYEOI,@dian_frenki,auto miskin,0,2023-10-27T04:10:05Z,hidroponik,2023,auto miskin,"auto, miskin","auto, miskin","auto, miskin",feedback penonton,Netral
-GyJN1tr9RM,@diewzproet581,nyoba ditabur gtu terlalu rpt sebagian pada mati,1,2025-05-15T02:10:02Z,hidroponik,2025,nyoba ditabur gtu terlalu rpt sebagian pada mati,"nyoba, ditabur, gtu, terlalu, rpt, sebagian, pada, mati","nyoba, ditabur, gtu, rpt, mati","nyoba, tabur, gtu, rpt, mati",feedback penonton,Negatif
bOsToXOFK4A,@mulyadihusein1781,terima kasih pak rizali,0,2025-06-19T01:48:42Z,pengendalian hama,2025,terima kasih pak rizali,"terima, kasih, pak, rizali","terima, kasih, rizali","terima, kasih, rizali",feedback penonton,Positif
28Eo_Xm8LYg,@zawilmubarrak1568,mas bolehkan pupuk asam amino kita campur dengan pestisida kimia dan pupuk kimia daun,0,2021-05-20T08:13:12Z,pemupukan,2021,mas bolehkan pupuk asam amino kita campur dengan pestisida kimia dan pupuk kimia daun,"mas, bolehkan, pupuk, asam, amino, kita, campur, dengan, pestisida, kimia, dan, pupuk, kimia, daun","mas, bolehkan, pupuk, asam, amino, campur, pestisida, kimia, pupuk, kimia, daun","mas, boleh, pupuk, asam, amino, campur, pestisida, kimia, pupuk, kimia, daun","dosis dan waktu pupuk, konflik pupuk kimia organik",Netral
inF984LZKa0,@umrotunsukrisno9279,terima kasih ilmunya,0,2025-10-29T21:55:08Z,pemupukan,2025,terima kasih ilmunya,"terima, kasih, ilmunya","terima, kasih, ilmunya","terima, kasih, ilmu",feedback penonton,Positif
iArT8RhBxzY,@Ananggarden,sukses selalu kk salam satu hobi,0,2025-07-23T04:55:20Z,budidaya organik,2025,sukses selalu kk salam satu hobi,"sukses, selalu, kk, salam, satu, hobi","sukses, kk, salam, hobi","sukses, kk, salam, hobi",feedback penonton,Netral
G1MjF639DrY,@Arnindmoto,mantap bngsukses terus untuk para petani,5,2025-03-03T06:25:51Z,budidaya organik,2025,mantap bngsukses terus untuk para petani,"mantap, bngsukses, terus, untuk, para, petani","mantap, bngsukses, petani","mantap, bngsukses, tani",feedback penonton,Positif
kS16kRKYJGg,@constructionwork-99,thank you for your sharing how to do,0,2024-06-19T14:33:14Z,irigasi,2024,thank you for your sharing how to do,"thank, you, for, your, sharing, how, to, do","thank, you, for, your, sharing, how, to, do","thank, you, for, your, sharing, how, to, do",feedback penonton,Netral
28Eo_Xm8LYg,@candy-fb3nh,salam kenal pak boleh minta saran nya pak sya kan baru mau buat pupuk organik cair dri limbah tp saya sudah terlanjur kasih campuran pupuk kimia npk setengah kilo kira nya klo saya mau kasih dekomposer m apakah mikroorganisme nya bakal mati,0,2025-07-05T14:06:11Z,pemupukan,2025,salam kenal pak boleh minta saran nya pak sya kan baru mau buat pupuk organik cair dri limbah tp saya sudah terlanjur kasih campuran pupuk kimia npk setengah kilo kira nya klo saya mau kasih dekomposer m apakah mikroorganisme nya bakal mati,"salam, kenal, pak, boleh, minta, saran, nya, pak, sya, kan, baru, mau, buat, pupuk, organik, cair, dri, limbah, tp, saya, sudah, terlanjur, kasih, campuran, pupuk, kimia, npk, setengah, kilo, kira, nya, klo, saya, mau, kasih, dekomposer, m, apakah, mikroorganisme, nya, bakal, mati","salam, kenal, saran, nya, sya, pupuk, organik, cair, dri, limbah, tp, terlanjur, kasih, campuran, pupuk, kimia, npk, kilo, nya, klo, kasih, dekomposer, m, mikroorganisme, nya, mati","salam, nal, saran, , sya, pupuk, organik, cair, dri, limbah, tp, lanjur, kasih, campur, pupuk, kimia, npk, kilo, , klo, kasih, dekomposer, m, mikroorganisme, , mati","dampak pupuk ke tanaman, dosis dan waktu pupuk, konflik pupuk kimia organik",Negatif
pO43PBserhU,@DANDIWAHYUDI99-s2z,assalamualaikum bagimana membasmi hama nya pa,4,2025-08-13T06:28:11Z,pengendalian hama,2025,assalamualaikum bagimana membasmi hama nya pa,"assalamualaikum, bagimana, membasmi, hama, nya, pa","assalamualaikum, bagimana, membasmi, hama, nya, pa","assalamualaikum, bagimana, basmi, hama, , pa",efektivitas pengendalian hama,Negatif
5Fv2tGv9_Vo,@delfanyz,keren bapak dan ibu publik speakingnya sangat jelas berkah sllu untuk yoso farm,0,2025-09-19T12:38:06Z,budidaya organik,2025,keren bapak dan ibu publik speakingnya sangat jelas berkah sllu untuk yoso farm,"keren, bapak, dan, ibu, publik, speakingnya, sangat, jelas, berkah, sllu, untuk, yoso, farm","keren, publik, speakingnya, berkah, sllu, yoso, farm","ren, publik, speaking, berkah, sllu, yoso, farm",feedback penonton,Netral
5Fv2tGv9_Vo,@saniastuti3204,luar biasa pk bu,0,2025-09-19T23:39:15Z,budidaya organik,2025,luar biasa pk bu,"luar, biasa, pk, bu","pk, bu","pk, bu",feedback penonton,Netral
Z3QfdLBjRWk,@berniatymustika,pak bimbing saya dong buat penanaman strawbery saya baru belajar bertani,0,2024-12-27T12:10:17Z,pemupukan,2024,pak bimbing saya dong buat penanaman strawbery saya baru belajar bertani,"pak, bimbing, saya, dong, buat, penanaman, strawbery, saya, baru, belajar, bertani","bimbing, penanaman, strawbery, belajar, bertani","bimbing, tanam, strawbery, ajar, tan",feedback penonton,Positif
1NnDgJzBAq4,@sarinahsarinah2514,saya juga kurang tahu mungkin untuk mempercepat menumbuhkan akar menghindari hama,2,2022-04-08T20:54:05Z,hidroponik,2022,saya juga kurang tahu mungkin untuk mempercepat menumbuhkan akar menghindari hama,"saya, juga, kurang, tahu, mungkin, untuk, mempercepat, menumbuhkan, akar, menghindari, hama","mempercepat, menumbuhkan, akar, menghindari, hama","cepat, tumbuh, akar, hindar, hama",feedback penonton,Negatif
-YlHpqcgOow,@encimt1925,assalamu alaikum pk sy baru pertama kali menanam cabe baru tumbuh hasil pinadah tanam bibit cabutan tapi pada busuk dari pucuk smpe abis kering ujanya extrim mohon solusinya pk trmksh,0,2025-02-02T15:10:08Z,pemupukan,2025,assalamu alaikum pk sy baru pertama kali menanam cabe baru tumbuh hasil pinadah tanam bibit cabutan tapi pada busuk dari pucuk smpe abis kering ujanya extrim mohon solusinya pk trmksh,"assalamu, alaikum, pk, sy, baru, pertama, kali, menanam, cabe, baru, tumbuh, hasil, pinadah, tanam, bibit, cabutan, tapi, pada, busuk, dari, pucuk, smpe, abis, kering, ujanya, extrim, mohon, solusinya, pk, trmksh","assalamu, alaikum, pk, sy, kali, menanam, cabe, tumbuh, hasil, pinadah, tanam, bibit, cabutan, busuk, pucuk, smpe, abis, kering, ujanya, extrim, mohon, solusinya, pk, trmksh","assalamu, alaikum, pk, sy, kali, tanam, cabe, tumbuh, hasil, padah, tanam, bibit, cabut, busuk, pucuk, smpe, abis, ring, uja, extrim, mohon, solusi, pk, trmksh",dampak pupuk ke tanaman,Negatif
M0KYwjW-22c,@rusydi1131,saya satu bungkus semprot ka kapur baruu tetap aja gk lari tikusnya,1,2024-07-05T01:00:50Z,pengendalian hama,2024,saya satu bungkus semprot ka kapur baruu tetap aja gk lari tikusnya,"saya, satu, bungkus, semprot, ka, kapur, baruu, tetap, aja, gk, lari, tikusnya","bungkus, semprot, ka, kapur, baruu, aja, gk, lari, tikusnya","bungkus, semprot, ka, kapur, baruu, aja, gk, lari, tikus",feedback penonton,Netral
QQM9BKY0_K8,@rasya9808,maaf mas kok saya nanem tomat gak subur padahal saya sudah pakek pupuk kompos,0,2021-08-30T13:25:46Z,pemupukan,2021,maaf mas kok saya nanem tomat gak subur padahal saya sudah pakek pupuk kompos,"maaf, mas, kok, saya, nanem, tomat, gak, subur, padahal, saya, sudah, pakek, pupuk, kompos","maaf, mas, nanem, tomat, gak, subur, pakek, pupuk, kompos","maaf, mas, nanem, tomat, gak, subur, pakek, pupuk, kompos","dampak pupuk ke tanaman, dosis dan waktu pupuk, konflik pupuk kimia organik",Positif
i86gVDwhNzg,@YantoYantor-sw1ig,mesinnya nyedot air jauh,0,2025-02-20T09:22:57Z,irigasi,2025,mesinnya nyedot air jauh,"mesinnya, nyedot, air, jauh","mesinnya, nyedot, air","mesin, nyedot, air",efisiensi air irigasi,Netral
4CTYII_qHCQ,@danimantap882,kami perlu poc kalo pupuk sintesis mah mahal bos dan udah tau,0,2023-01-18T00:19:55Z,pemupukan,2023,kami perlu poc kalo pupuk sintesis mah mahal bos dan udah tau,"kami, perlu, poc, kalo, pupuk, sintesis, mah, mahal, bos, dan, udah, tau","poc, kalo, pupuk, sintesis, mah, mahal, bos, udah, tau","poc, kalo, pupuk, sintesis, mah, mahal, bos, udah, tau","dosis dan waktu pupuk, efisiensi penggunaan pupuk",Negatif
mLdvwruqEpo,@bertemanhewan,terima kasih ilmunya mas,1,2023-05-11T12:48:31Z,hidroponik,2023,terima kasih ilmunya mas,"terima, kasih, ilmunya, mas","terima, kasih, ilmunya, mas","terima, kasih, ilmu, mas",feedback penonton,Positif
Z3QfdLBjRWk,@zainalmattarima4932,assalamualaikum warahmatullahi wabarakatu pak saya mau nanya saya menanam pohon anggur setelah pindah dari polibag ke planterbak kapan kira kira pemupukannya terima kasih,1,2020-11-26T16:17:33Z,pemupukan,2020,assalamualaikum warahmatullahi wabarakatu pak saya mau nanya saya menanam pohon anggur setelah pindah dari polibag ke planterbak kapan kira kira pemupukannya terima kasih,"assalamualaikum, warahmatullahi, wabarakatu, pak, saya, mau, nanya, saya, menanam, pohon, anggur, setelah, pindah, dari, polibag, ke, planterbak, kapan, kira, kira, pemupukannya, terima, kasih","assalamualaikum, warahmatullahi, wabarakatu, nanya, menanam, pohon, anggur, pindah, polibag, planterbak, pemupukannya, terima, kasih","assalamualaikum, warahmatullahi, wabarakatu, na, tanam, pohon, anggur, pindah, polibag, planterbak, pupu, terima, kasih",feedback penonton,Positif
YxYvJhEqC98,@seanovnaindela8562,semoga kementan serius dengan pertanian organik,0,2021-06-13T05:00:32Z,budidaya organik,2021,semoga kementan serius dengan pertanian organik,"semoga, kementan, serius, dengan, pertanian, organik","semoga, kementan, serius, pertanian, organik","moga, tan, serius, tani, organik",kepercayaan produk organik,Positif
inF984LZKa0,@IkaKartika-o2n,sya punya pohon mngga dpan rumah pohon jambu aer jeruk tapi dh lama blm berbuah jugasya akan coba bang dngn cara ini,0,2025-11-13T06:59:11Z,pemupukan,2025,sya punya pohon mngga dpan rumah pohon jambu aer jeruk tapi dh lama blm berbuah jugasya akan coba bang dngn cara ini,"sya, punya, pohon, mngga, dpan, rumah, pohon, jambu, aer, jeruk, tapi, dh, lama, blm, berbuah, jugasya, akan, coba, bang, dngn, cara, ini","sya, pohon, mngga, dpan, rumah, pohon, jambu, aer, jeruk, dh, blm, berbuah, jugasya, coba, bang, dngn","sya, pohon, mngga, dpan, rumah, pohon, jambu, aer, jeruk, dh, blm, buah, jugasya, coba, bang, dngn",feedback penonton,Negatif
5Fv2tGv9_Vo,@kebunhijauku99,hidup g aneh kayak gini cukup aman,0,2025-09-04T04:35:32Z,budidaya organik,2025,hidup g aneh kayak gini cukup aman,"hidup, g, aneh, kayak, gini, cukup, aman","hidup, g, aneh, kayak, gini, aman","hidup, g, aneh, kayak, gin, aman",feedback penonton,Positif
GzdFV_r-SHM,@MiraNurwasik-r9f,terimakasih ilmu bermanfaatnya mas n jadi berkah buat semuanya aamiin allahumma aamiin yaa rbbl alamiin,1,2025-11-28T11:17:29Z,pengendalian hama,2025,terimakasih ilmu bermanfaatnya mas n jadi berkah buat semuanya aamiin allahumma aamiin yaa rbbl alamiin,"terimakasih, ilmu, bermanfaatnya, mas, n, jadi, berkah, buat, semuanya, aamiin, allahumma, aamiin, yaa, rbbl, alamiin","terimakasih, ilmu, bermanfaatnya, mas, n, berkah, aamiin, allahumma, aamiin, yaa, rbbl, alamiin","terimakasih, ilmu, manfaat, mas, n, berkah, aamiin, allahumma, aamiin, yaa, rbbl, alamiin",feedback penonton,Positif
iArT8RhBxzY,@asalmaingame579,kalo untuk hama ada gak omjika ada obat organik apa om,0,2025-01-09T04:15:41Z,budidaya organik,2025,kalo untuk hama ada gak omjika ada obat organik apa om,"kalo, untuk, hama, ada, gak, omjika, ada, obat, organik, apa, om","kalo, hama, gak, omjika, obat, organik, om","kalo, hama, gak, omjika, obat, organik, om",kepercayaan produk organik,Negatif
-GyJN1tr9RM,@tajuddinnoorganie819,tanam kangkung,1,2023-01-25T12:45:52Z,hidroponik,2023,tanam kangkung,"tanam, kangkung","tanam, kangkung","tanam, kangkung",kompleksitas perawatan,Netral
-YlHpqcgOow,@akhtarfadhil-td6sf,jember hadir,1,2025-05-11T02:15:41Z,pemupukan,2025,jember hadir,"jember, hadir","jember, hadir","jember, hadir",feedback penonton,Netral
vvcBT2Fg5IQ,@nitafath7292,sedekah yang orang tidak menyadari maasyaallah membuat org lain lega bahagia nyaman rilex hny dg duduk menikmati oksigen yg baik hijau an ketenangan pemikiran itu datangnya dari allah,0,2025-05-08T10:01:26Z,budidaya organik,2025,sedekah yang orang tidak menyadari maasyaallah membuat org lain lega bahagia nyaman rilex hny dg duduk menikmati oksigen yg baik hijau an ketenangan pemikiran itu datangnya dari allah,"sedekah, yang, orang, tidak, menyadari, maasyaallah, membuat, org, lain, lega, bahagia, nyaman, rilex, hny, dg, duduk, menikmati, oksigen, yg, baik, hijau, an, ketenangan, pemikiran, itu, datangnya, dari, allah","sedekah, orang, menyadari, maasyaallah, org, lega, bahagia, nyaman, rilex, hny, dg, duduk, menikmati, oksigen, yg, hijau, an, ketenangan, pemikiran, datangnya, allah","sedekah, orang, sadar, maasyaallah, org, lega, bahagia, nyaman, rilex, hny, dg, duduk, nikmat, oksigen, yg, hijau, an, tenang, pikir, datang, allah",feedback penonton,Positif
Z3QfdLBjRWk,@nimunjakarta8494,sy punya pohon belimbing dan kedondong tadinya subur tapi lama kelamaan pohon sy jadi daunnya menguning dan rontok menurut sy pupuknya sdh cukup mohon pencerahan bang dan terimakasih,0,2024-12-05T07:09:44Z,pemupukan,2024,sy punya pohon belimbing dan kedondong tadinya subur tapi lama kelamaan pohon sy jadi daunnya menguning dan rontok menurut sy pupuknya sdh cukup mohon pencerahan bang dan terimakasih,"sy, punya, pohon, belimbing, dan, kedondong, tadinya, subur, tapi, lama, kelamaan, pohon, sy, jadi, daunnya, menguning, dan, rontok, menurut, sy, pupuknya, sdh, cukup, mohon, pencerahan, bang, dan, terimakasih","sy, pohon, belimbing, kedondong, subur, pohon, sy, daunnya, menguning, rontok, sy, pupuknya, sdh, mohon, pencerahan, bang, terimakasih","sy, pohon, belimbing, dondong, subur, pohon, sy, daun, uning, rontok, sy, pupuk, sdh, mohon, cerah, bang, terimakasih",dampak pupuk ke tanaman,Positif
-YlHpqcgOow,@delimachannel21,ternyata mahal juga bertani cabai pas jual murah,0,2024-12-31T22:05:47Z,pemupukan,2024,ternyata mahal juga bertani cabai pas jual murah,"ternyata, mahal, juga, bertani, cabai, pas, jual, murah","mahal, bertani, cabai, pas, jual, murah","mahal, tan, cabai, pas, jual, murah",efisiensi penggunaan pupuk,Negatif
5Fv2tGv9_Vo,@zainalwijayachannel,isinya daging semuah,0,2025-09-24T12:19:12Z,budidaya organik,2025,isinya daging semuah,"isinya, daging, semuah","isinya, daging, semuah","isi, daging, semuah",feedback penonton,Netral
ucfHy84xvec,@SitiZulkarnainGarden,kepengen bisa sesubur ini sangat menginspirasi salam kenal ya semiga bisa jadi bestie,5,2024-07-08T04:02:33Z,budidaya organik,2024,kepengen bisa sesubur ini sangat menginspirasi salam kenal ya semiga bisa jadi bestie,"kepengen, bisa, sesubur, ini, sangat, menginspirasi, salam, kenal, ya, semiga, bisa, jadi, bestie","kepengen, sesubur, menginspirasi, salam, kenal, ya, semiga, bestie","ken, subur, inspirasi, salam, nal, ya, semiga, bestie",feedback penonton,Positif
iArT8RhBxzY,@RawdaUmroh,masyaallah seneng bgt liatnya,0,2025-08-25T08:02:57Z,budidaya organik,2025,masyaallah seneng bgt liatnya,"masyaallah, seneng, bgt, liatnya","masyaallah, seneng, bgt, liatnya","masyaallah, neng, bgt, liat",feedback penonton,Netral
_lAVXCvou78,@FinsensiaTae,izin bertanya pak bagaimana caranya agar tanaman cabe yang kita budidayakan dapat berbuah lebat terimakasih pak,0,2025-10-14T18:05:17Z,pengendalian hama,2025,izin bertanya pak bagaimana caranya agar tanaman cabe yang kita budidayakan dapat berbuah lebat terimakasih pak,"izin, bertanya, pak, bagaimana, caranya, agar, tanaman, cabe, yang, kita, budidayakan, dapat, berbuah, lebat, terimakasih, pak","izin, tanaman, cabe, budidayakan, berbuah, lebat, terimakasih","izin, tanam, cabe, budidayakan, buah, lebat, terimakasih",feedback penonton,Positif
28Eo_Xm8LYg,@ajiapri94,kalok m mati engak pak di campur npk,0,2025-06-13T09:21:02Z,pemupukan,2025,kalok m mati engak pak di campur npk,"kalok, m, mati, engak, pak, di, campur, npk","kalok, m, mati, engak, campur, npk","kalok, m, mati, engak, campur, npk","dampak pupuk ke tanaman, konflik pupuk kimia organik",Negatif
